#      k          |W(k)|^{2}    
    0.109500      0.904362
    0.110500      0.902685
    0.111500      0.900995
    0.112500      0.899293
    0.113500      0.897579
    0.114500      0.895853
    0.115500      0.894114
    0.116500      0.892364
    0.117500      0.890601
    0.118500      0.888826
    0.119500      0.887039
    0.120500      0.885241
    0.121500      0.883431
    0.122500      0.881609
    0.123500      0.879776
    0.124500      0.877931
    0.125500      0.876074
    0.126500      0.874206
    0.127500      0.872327
    0.128500      0.870437
    0.129500      0.868536
    0.130500      0.866623
    0.131500      0.864700
    0.132500      0.862765
    0.133500      0.860820
    0.134500      0.858864
    0.135500      0.856898
    0.136500      0.854921
    0.137500      0.852933
    0.138500      0.850935
    0.139500      0.848927
    0.140500      0.846908
    0.141500      0.844879
    0.142500      0.842840
    0.143500      0.840792
    0.144500      0.838733
    0.145500      0.836664
    0.146500      0.834586
    0.147500      0.832498
    0.148500      0.830400
    0.149500      0.828293
    0.150500      0.826177
    0.151500      0.824051
    0.152500      0.821916
    0.153500      0.819772
    0.154500      0.817619
    0.155500      0.815456
    0.156500      0.813285
    0.157500      0.811105
    0.158500      0.808917
    0.159500      0.806719
    0.160500      0.804514
    0.161500      0.802299
    0.162500      0.800077
    0.163500      0.797846
    0.164500      0.795607
    0.165500      0.793359
    0.166500      0.791104
    0.167500      0.788841
    0.168500      0.786570
    0.169500      0.784291
    0.170500      0.782005
    0.171500      0.779711
    0.172500      0.777410
    0.173500      0.775101
    0.174500      0.772785
    0.175500      0.770461
    0.176500      0.768131
    0.177500      0.765794
    0.178500      0.763449
    0.179500      0.761098
    0.180500      0.758740
    0.181500      0.756375
    0.182500      0.754004
    0.183500      0.751627
    0.184500      0.749243
    0.185500      0.746852
    0.186500      0.744456
    0.187500      0.742053
    0.188500      0.739645
    0.189500      0.737230
    0.190500      0.734810
    0.191500      0.732383
    0.192500      0.729952
    0.193500      0.727514
    0.194500      0.725071
    0.195500      0.722623
    0.196500      0.720170
    0.197500      0.717711
    0.198500      0.715247
    0.199500      0.712779
    0.200500      0.710305
    0.201500      0.707827
    0.202500      0.705343
    0.203500      0.702856
    0.204500      0.700363
    0.205500      0.697866
    0.206500      0.695365
    0.207500      0.692860
    0.208500      0.690350
    0.209500      0.687837
    0.210500      0.685319
    0.211500      0.682797
    0.212500      0.680272
    0.213500      0.677743
    0.214500      0.675210
    0.215500      0.672674
    0.216500      0.670135
    0.217500      0.667592
    0.218500      0.665045
    0.219500      0.662496
    0.220500      0.659944
    0.221500      0.657388
    0.222500      0.654830
    0.223500      0.652269
    0.224500      0.649705
    0.225500      0.647139
    0.226500      0.644570
    0.227500      0.641999
    0.228500      0.639425
    0.229500      0.636849
    0.230500      0.634271
    0.231500      0.631691
    0.232500      0.629109
    0.233500      0.626525
    0.234500      0.623939
    0.235500      0.621352
    0.236500      0.618763
    0.237500      0.616172
    0.238500      0.613580
    0.239500      0.610987
    0.240500      0.608392
    0.241500      0.605796
    0.242500      0.603199
    0.243500      0.600602
    0.244500      0.598003
    0.245500      0.595403
    0.246500      0.592803
    0.247500      0.590202
    0.248500      0.587600
    0.249500      0.584999
    0.250500      0.582396
    0.251500      0.579794
    0.252500      0.577191
    0.253500      0.574588
    0.254500      0.571985
    0.255500      0.569382
    0.256500      0.566779
    0.257500      0.564176
    0.258500      0.561574
    0.259500      0.558972
    0.260500      0.556371
    0.261500      0.553770
    0.262500      0.551170
    0.263500      0.548570
    0.264500      0.545972
    0.265500      0.543374
    0.266500      0.540777
    0.267500      0.538182
    0.268500      0.535587
    0.269500      0.532994
    0.270500      0.530402
    0.271500      0.527811
    0.272500      0.525222
    0.273500      0.522634
    0.274500      0.520048
    0.275500      0.517464
    0.276500      0.514881
    0.277500      0.512301
    0.278500      0.509722
    0.279500      0.507145
    0.280500      0.504571
    0.281500      0.501998
    0.282500      0.499428
    0.283500      0.496860
    0.284500      0.494295
    0.285500      0.491732
    0.286500      0.489171
    0.287500      0.486614
    0.288500      0.484059
    0.289500      0.481506
    0.290500      0.478957
    0.291500      0.476411
    0.292500      0.473867
    0.293500      0.471327
    0.294500      0.468790
    0.295500      0.466256
    0.296500      0.463725
    0.297500      0.461198
    0.298500      0.458674
    0.299500      0.456154
    0.300500      0.453637
    0.301500      0.451124
    0.302500      0.448614
    0.303500      0.446109
    0.304500      0.443607
    0.305500      0.441109
    0.306500      0.438615
    0.307500      0.436126
    0.308500      0.433640
    0.309500      0.431159
    0.310500      0.428682
    0.311500      0.426209
    0.312500      0.423740
    0.313500      0.421276
    0.314500      0.418817
    0.315500      0.416362
    0.316500      0.413912
    0.317500      0.411467
    0.318500      0.409026
    0.319500      0.406590
    0.320500      0.404159
    0.321500      0.401733
    0.322500      0.399312
    0.323500      0.396896
    0.324500      0.394486
    0.325500      0.392080
    0.326500      0.389680
    0.327500      0.387285
    0.328500      0.384895
    0.329500      0.382511
    0.330500      0.380133
    0.331500      0.377760
    0.332500      0.375392
    0.333500      0.373030
    0.334500      0.370674
    0.335500      0.368324
    0.336500      0.365979
    0.337500      0.363641
    0.338500      0.361308
    0.339500      0.358981
    0.340500      0.356661
    0.341500      0.354346
    0.342500      0.352038
    0.343500      0.349736
    0.344500      0.347440
    0.345500      0.345150
    0.346500      0.342867
    0.347500      0.340590
    0.348500      0.338319
    0.349500      0.336055
    0.350500      0.333797
    0.351500      0.331546
    0.352500      0.329302
    0.353500      0.327064
    0.354500      0.324834
    0.355500      0.322609
    0.356500      0.320392
    0.357500      0.318181
    0.358500      0.315978
    0.359500      0.313781
    0.360500      0.311591
    0.361500      0.309409
    0.362500      0.307233
    0.363500      0.305064
    0.364500      0.302903
    0.365500      0.300749
    0.366500      0.298601
    0.367500      0.296462
    0.368500      0.294329
    0.369500      0.292204
    0.370500      0.290086
    0.371500      0.287976
    0.372500      0.285873
    0.373500      0.283777
    0.374500      0.281689
    0.375500      0.279609
    0.376500      0.277536
    0.377500      0.275471
    0.378500      0.273413
    0.379500      0.271363
    0.380500      0.269321
    0.381500      0.267286
    0.382500      0.265259
    0.383500      0.263240
    0.384500      0.261229
    0.385500      0.259226
    0.386500      0.257231
    0.387500      0.255243
    0.388500      0.253264
    0.389500      0.251292
    0.390500      0.249328
    0.391500      0.247373
    0.392500      0.245425
    0.393500      0.243486
    0.394500      0.241554
    0.395500      0.239631
    0.396500      0.237716
    0.397500      0.235809
    0.398500      0.233910
    0.399500      0.232020
    0.400500      0.230137
    0.401500      0.228263
    0.402500      0.226398
    0.403500      0.224540
    0.404500      0.222691
    0.405500      0.220850
    0.406500      0.219017
    0.407500      0.217193
    0.408500      0.215377
    0.409500      0.213570
    0.410500      0.211771
    0.411500      0.209981
    0.412500      0.208198
    0.413500      0.206425
    0.414500      0.204660
    0.415500      0.202903
    0.416500      0.201155
    0.417500      0.199415
    0.418500      0.197684
    0.419500      0.195961
    0.420500      0.194247
    0.421500      0.192542
    0.422500      0.190845
    0.423500      0.189157
    0.424500      0.187477
    0.425500      0.185806
    0.426500      0.184143
    0.427500      0.182489
    0.428500      0.180844
    0.429500      0.179207
    0.430500      0.177579
    0.431500      0.175960
    0.432500      0.174349
    0.433500      0.172747
    0.434500      0.171154
    0.435500      0.169569
    0.436500      0.167993
    0.437500      0.166426
    0.438500      0.164867
    0.439500      0.163317
    0.440500      0.161776
    0.441500      0.160243
    0.442500      0.158719
    0.443500      0.157204
    0.444500      0.155697
    0.445500      0.154199
    0.446500      0.152710
    0.447500      0.151229
    0.448500      0.149757
    0.449500      0.148294
    0.450500      0.146840
    0.451500      0.145394
    0.452500      0.143957
    0.453500      0.142528
    0.454500      0.141108
    0.455500      0.139697
    0.456500      0.138294
    0.457500      0.136901
    0.458500      0.135515
    0.459500      0.134139
    0.460500      0.132771
    0.461500      0.131411
    0.462500      0.130061
    0.463500      0.128718
    0.464500      0.127385
    0.465500      0.126060
    0.466500      0.124744
    0.467500      0.123436
    0.468500      0.122137
    0.469500      0.120846
    0.470500      0.119564
    0.471500      0.118290
    0.472500      0.117025
    0.473500      0.115768
    0.474500      0.114520
    0.475500      0.113281
    0.476500      0.112050
    0.477500      0.110827
    0.478500      0.109613
    0.479500      0.108407
    0.480500      0.107210
    0.481500      0.106021
    0.482500      0.104840
    0.483500      0.103668
    0.484500      0.102504
    0.485500      0.101349
    0.486500      0.100201
    0.487500      0.099063
    0.488500      0.097932
    0.489500      0.096810
    0.490500      0.095696
    0.491500      0.094590
    0.492500      0.093492
    0.493500      0.092403
    0.494500      0.091322
    0.495500      0.090249
    0.496500      0.089184
    0.497500      0.088127
    0.498500      0.087078
    0.499500      0.086038
    0.500500      0.085005
    0.501500      0.083981
    0.502500      0.082965
    0.503500      0.081956
    0.504500      0.080956
    0.505500      0.079963
    0.506500      0.078979
    0.507500      0.078002
    0.508500      0.077033
    0.509500      0.076072
    0.510500      0.075119
    0.511500      0.074174
    0.512500      0.073237
    0.513500      0.072307
    0.514500      0.071385
    0.515500      0.070471
    0.516500      0.069565
    0.517500      0.068666
    0.518500      0.067775
    0.519500      0.066891
    0.520500      0.066015
    0.521500      0.065147
    0.522500      0.064286
    0.523500      0.063433
    0.524500      0.062587
    0.525500      0.061748
    0.526500      0.060917
    0.527500      0.060094
    0.528500      0.059278
    0.529500      0.058469
    0.530500      0.057668
    0.531500      0.056873
    0.532500      0.056086
    0.533500      0.055307
    0.534500      0.054534
    0.535500      0.053769
    0.536500      0.053011
    0.537500      0.052260
    0.538500      0.051516
    0.539500      0.050779
    0.540500      0.050049
    0.541500      0.049326
    0.542500      0.048610
    0.543500      0.047901
    0.544500      0.047199
    0.545500      0.046504
    0.546500      0.045816
    0.547500      0.045134
    0.548500      0.044460
    0.549500      0.043792
    0.550500      0.043131
    0.551500      0.042476
    0.552500      0.041828
    0.553500      0.041187
    0.554500      0.040552
    0.555500      0.039924
    0.556500      0.039302
    0.557500      0.038687
    0.558500      0.038079
    0.559500      0.037476
    0.560500      0.036880
    0.561500      0.036291
    0.562500      0.035708
    0.563500      0.035131
    0.564500      0.034560
    0.565500      0.033996
    0.566500      0.033438
    0.567500      0.032886
    0.568500      0.032340
    0.569500      0.031800
    0.570500      0.031266
    0.571500      0.030739
    0.572500      0.030217
    0.573500      0.029701
    0.574500      0.029191
    0.575500      0.028687
    0.576500      0.028189
    0.577500      0.027697
    0.578500      0.027210
    0.579500      0.026730
    0.580500      0.026255
    0.581500      0.025785
    0.582500      0.025322
    0.583500      0.024863
    0.584500      0.024411
    0.585500      0.023964
    0.586500      0.023522
    0.587500      0.023086
    0.588500      0.022656
    0.589500      0.022230
    0.590500      0.021811
    0.591500      0.021396
    0.592500      0.020987
    0.593500      0.020583
    0.594500      0.020184
    0.595500      0.019791
    0.596500      0.019402
    0.597500      0.019019
    0.598500      0.018641
    0.599500      0.018267
    0.600500      0.017899
    0.601500      0.017536
    0.602500      0.017178
    0.603500      0.016824
    0.604500      0.016476
    0.605500      0.016132
    0.606500      0.015793
    0.607500      0.015459
    0.608500      0.015130
    0.609500      0.014805
    0.610500      0.014485
    0.611500      0.014170
    0.612500      0.013859
    0.613500      0.013552
    0.614500      0.013251
    0.615500      0.012953
    0.616500      0.012660
    0.617500      0.012372
    0.618500      0.012088
    0.619500      0.011808
    0.620500      0.011533
    0.621500      0.011261
    0.622500      0.010994
    0.623500      0.010732
    0.624500      0.010473
    0.625500      0.010219
    0.626500      0.009968
    0.627500      0.009722
    0.628500      0.009480
    0.629500      0.009241
    0.630500      0.009007
    0.631500      0.008776
    0.632500      0.008550
    0.633500      0.008327
    0.634500      0.008108
    0.635500      0.007893
    0.636500      0.007682
    0.637500      0.007474
    0.638500      0.007270
    0.639500      0.007070
    0.640500      0.006873
    0.641500      0.006680
    0.642500      0.006490
    0.643500      0.006304
    0.644500      0.006121
    0.645500      0.005942
    0.646500      0.005766
    0.647500      0.005594
    0.648500      0.005425
    0.649500      0.005259
    0.650500      0.005096
    0.651500      0.004937
    0.652500      0.004781
    0.653500      0.004628
    0.654500      0.004478
    0.655500      0.004332
    0.656500      0.004188
    0.657500      0.004048
    0.658500      0.003910
    0.659500      0.003776
    0.660500      0.003644
    0.661500      0.003516
    0.662500      0.003390
    0.663500      0.003267
    0.664500      0.003147
    0.665500      0.003030
    0.666500      0.002915
    0.667500      0.002804
    0.668500      0.002694
    0.669500      0.002588
    0.670500      0.002484
    0.671500      0.002383
    0.672500      0.002285
    0.673500      0.002189
    0.674500      0.002095
    0.675500      0.002004
    0.676500      0.001915
    0.677500      0.001829
    0.678500      0.001746
    0.679500      0.001664
    0.680500      0.001585
    0.681500      0.001508
    0.682500      0.001434
    0.683500      0.001362
    0.684500      0.001292
    0.685500      0.001224
    0.686500      0.001158
    0.687500      0.001095
    0.688500      0.001033
    0.689500      0.000974
    0.690500      0.000917
    0.691500      0.000862
    0.692500      0.000809
    0.693500      0.000757
    0.694500      0.000708
    0.695500      0.000661
    0.696500      0.000615
    0.697500      0.000571
    0.698500      0.000530
    0.699500      0.000490
    0.700500      0.000451
    0.701500      0.000415
    0.702500      0.000380
    0.703500      0.000347
    0.704500      0.000316
    0.705500      0.000286
    0.706500      0.000258
    0.707500      0.000231
    0.708500      0.000207
    0.709500      0.000183
    0.710500      0.000161
    0.711500      0.000141
    0.712500      0.000122
    0.713500      0.000105
    0.714500      0.000089
    0.715500      0.000074
    0.716500      0.000061
    0.717500      0.000049
    0.718500      0.000039
    0.719500      0.000030
    0.720500      0.000022
    0.721500      0.000015
    0.722500      0.000010
    0.723500      0.000005
    0.724500      0.000002
    0.725500      0.000001
    0.726500      0.000000
    0.727500      0.000000
    0.728500      0.000002
    0.729500      0.000005
    0.730500      0.000008
    0.731500      0.000013
    0.732500      0.000019
    0.733500      0.000026
    0.734500      0.000034
    0.735500      0.000042
    0.736500      0.000052
    0.737500      0.000063
    0.738500      0.000074
    0.739500      0.000087
    0.740500      0.000100
    0.741500      0.000114
    0.742500      0.000129
    0.743500      0.000144
    0.744500      0.000161
    0.745500      0.000178
    0.746500      0.000196
    0.747500      0.000215
    0.748500      0.000234
    0.749500      0.000254
    0.750500      0.000275
    0.751500      0.000297
    0.752500      0.000319
    0.753500      0.000342
    0.754500      0.000365
    0.755500      0.000389
    0.756500      0.000413
    0.757500      0.000438
    0.758500      0.000464
    0.759500      0.000490
    0.760500      0.000516
    0.761500      0.000543
    0.762500      0.000571
    0.763500      0.000599
    0.764500      0.000627
    0.765500      0.000656
    0.766500      0.000685
    0.767500      0.000715
    0.768500      0.000745
    0.769500      0.000775
    0.770500      0.000806
    0.771500      0.000837
    0.772500      0.000869
    0.773500      0.000900
    0.774500      0.000932
    0.775500      0.000965
    0.776500      0.000997
    0.777500      0.001030
    0.778500      0.001063
    0.779500      0.001096
    0.780500      0.001129
    0.781500      0.001163
    0.782500      0.001197
    0.783500      0.001231
    0.784500      0.001265
    0.785500      0.001299
    0.786500      0.001334
    0.787500      0.001368
    0.788500      0.001403
    0.789500      0.001438
    0.790500      0.001473
    0.791500      0.001508
    0.792500      0.001543
    0.793500      0.001578
    0.794500      0.001613
    0.795500      0.001648
    0.796500      0.001683
    0.797500      0.001719
    0.798500      0.001754
    0.799500      0.001789
    0.800500      0.001824
    0.801500      0.001859
    0.802500      0.001894
    0.803500      0.001929
    0.804500      0.001965
    0.805500      0.002000
    0.806500      0.002034
    0.807500      0.002069
    0.808500      0.002104
    0.809500      0.002139
    0.810500      0.002173
    0.811500      0.002208
    0.812500      0.002242
    0.813500      0.002276
    0.814500      0.002310
    0.815500      0.002344
    0.816500      0.002378
    0.817500      0.002411
    0.818500      0.002445
    0.819500      0.002478
    0.820500      0.002511
    0.821500      0.002544
    0.822500      0.002577
    0.823500      0.002609
    0.824500      0.002641
    0.825500      0.002673
    0.826500      0.002705
    0.827500      0.002737
    0.828500      0.002768
    0.829500      0.002799
    0.830500      0.002830
    0.831500      0.002861
    0.832500      0.002891
    0.833500      0.002922
    0.834500      0.002951
    0.835500      0.002981
    0.836500      0.003010
    0.837500      0.003040
    0.838500      0.003068
    0.839500      0.003097
    0.840500      0.003125
    0.841500      0.003153
    0.842500      0.003181
    0.843500      0.003208
    0.844500      0.003235
    0.845500      0.003261
    0.846500      0.003288
    0.847500      0.003314
    0.848500      0.003340
    0.849500      0.003365
    0.850500      0.003390
    0.851500      0.003415
    0.852500      0.003439
    0.853500      0.003463
    0.854500      0.003487
    0.855500      0.003510
    0.856500      0.003533
    0.857500      0.003556
    0.858500      0.003578
    0.859500      0.003600
    0.860500      0.003622
    0.861500      0.003643
    0.862500      0.003664
    0.863500      0.003685
    0.864500      0.003705
    0.865500      0.003725
    0.866500      0.003744
    0.867500      0.003763
    0.868500      0.003782
    0.869500      0.003800
    0.870500      0.003818
    0.871500      0.003836
    0.872500      0.003853
    0.873500      0.003870
    0.874500      0.003886
    0.875500      0.003902
    0.876500      0.003918
    0.877500      0.003933
    0.878500      0.003948
    0.879500      0.003963
    0.880500      0.003977
    0.881500      0.003990
    0.882500      0.004004
    0.883500      0.004017
    0.884500      0.004029
    0.885500      0.004042
    0.886500      0.004054
    0.887500      0.004065
    0.888500      0.004076
    0.889500      0.004087
    0.890500      0.004097
    0.891500      0.004107
    0.892500      0.004117
    0.893500      0.004126
    0.894500      0.004135
    0.895500      0.004143
    0.896500      0.004151
    0.897500      0.004159
    0.898500      0.004166
    0.899500      0.004173
    0.900500      0.004180
    0.901500      0.004186
    0.902500      0.004191
    0.903500      0.004197
    0.904500      0.004202
    0.905500      0.004207
    0.906500      0.004211
    0.907500      0.004215
    0.908500      0.004218
    0.909500      0.004222
    0.910500      0.004224
    0.911500      0.004227
    0.912500      0.004229
    0.913500      0.004231
    0.914500      0.004232
    0.915500      0.004233
    0.916500      0.004234
    0.917500      0.004234
    0.918500      0.004234
    0.919500      0.004234
    0.920500      0.004233
    0.921500      0.004232
    0.922500      0.004231
    0.923500      0.004229
    0.924500      0.004227
    0.925500      0.004225
    0.926500      0.004222
    0.927500      0.004219
    0.928500      0.004216
    0.929500      0.004212
    0.930500      0.004208
    0.931500      0.004204
    0.932500      0.004199
    0.933500      0.004194
    0.934500      0.004189
    0.935500      0.004183
    0.936500      0.004177
    0.937500      0.004171
    0.938500      0.004164
    0.939500      0.004158
    0.940500      0.004150
    0.941500      0.004143
    0.942500      0.004135
    0.943500      0.004127
    0.944500      0.004119
    0.945500      0.004111
    0.946500      0.004102
    0.947500      0.004093
    0.948500      0.004083
    0.949500      0.004074
    0.950500      0.004064
    0.951500      0.004053
    0.952500      0.004043
    0.953500      0.004032
    0.954500      0.004021
    0.955500      0.004010
    0.956500      0.003999
    0.957500      0.003987
    0.958500      0.003975
    0.959500      0.003963
    0.960500      0.003950
    0.961500      0.003938
    0.962500      0.003925
    0.963500      0.003912
    0.964500      0.003898
    0.965500      0.003885
    0.966500      0.003871
    0.967500      0.003857
    0.968500      0.003842
    0.969500      0.003828
    0.970500      0.003813
    0.971500      0.003799
    0.972500      0.003783
    0.973500      0.003768
    0.974500      0.003753
    0.975500      0.003737
    0.976500      0.003721
    0.977500      0.003705
    0.978500      0.003689
    0.979500      0.003673
    0.980500      0.003656
    0.981500      0.003639
    0.982500      0.003622
    0.983500      0.003605
    0.984500      0.003588
    0.985500      0.003571
    0.986500      0.003553
    0.987500      0.003536
    0.988500      0.003518
    0.989500      0.003500
    0.990500      0.003482
    0.991500      0.003463
    0.992500      0.003445
    0.993500      0.003426
    0.994500      0.003408
    0.995500      0.003389
    0.996500      0.003370
    0.997500      0.003351
    0.998500      0.003332
    0.999500      0.003313
